LON,LAT,X
-118.4339,34.205,8.0
-118.4339,34.2522,1.0
-118.4338,34.0463,7.0
-118.4338,34.2576,2.0
-118.4338,34.3101,2.0
-118.4337,33.9534,2.0
-118.4337,34.0093,1.0
-118.4337,34.0251,1.0
-118.4337,34.0324,1.0
-118.4337,34.2603,1.0
-118.4336,34.0038,1.0
-118.4336,34.0687,1.0
-118.4335,34.0037,6.0
-118.4335,34.0513,1.0
-118.4335,34.1483,6.0
-118.4335,34.1867,2.0
-118.4334,33.9308,3.0
-118.4334,34.0039,11.0
-118.4334,34.1484,1.0
-118.4334,34.1794,2.0
-118.4334,34.1867,1.0
-118.4334,34.2768,1.0
-118.4333,33.988,1.0
-118.4333,34.0379,1.0
-118.4333,34.3048,2.0
-118.4332,33.981,1.0
-118.4332,34.0574,2.0
-118.4331,34.0032,1.0
-118.4331,34.0605,1.0
-118.433,33.976,1.0
-118.433,34.2022,1.0
-118.433,34.2265,3.0
-118.4329,34.038,2.0
-118.4329,34.0381,1.0
-118.4329,34.0453,4.0
-118.4328,34.0027,3.0
-118.4328,34.0498,1.0
-118.4328,34.2217,1.0
-118.4327,33.9619,16.0
-118.4327,33.9832,5.0
-118.4327,34.0246,1.0
-118.4327,34.0279,1.0
-118.4327,34.0433,1.0
-118.4327,34.0513,3.0
-118.4327,34.1014,2.0
-118.4327,34.2217,1.0
-118.4326,33.9567,3.0
-118.4326,34.0246,1.0
-118.4326,34.0377,1.0
-118.4326,34.0518,1.0
-118.4326,34.1482,1.0
-118.4326,34.1867,1.0
-118.4325,34.0383,5.0
-118.4324,34.0042,1.0
-118.4324,34.033,3.0
-118.4324,34.0383,4.0
-118.4324,34.0447,6.0
-118.4324,34.0478,1.0
-118.4324,34.051,1.0
-118.4324,34.0638,1.0
-118.4323,34.0383,21.0
-118.4323,34.2012,2.0
-118.4322,34.0559,3.0
-118.4321,34.0643,1.0
-118.4321,34.0778,1.0
-118.4321,34.1395,1.0
-118.4321,34.2588,2.0
-118.432,34.027,2.0
-118.432,34.2378,1.0
-118.4319,34.0079,1.0
-118.4319,34.0503,1.0
-118.4319,34.0519,3.0
-118.4319,34.1721,1.0
-118.4319,34.1794,2.0
-118.4319,34.2196,3.0
-118.4319,34.3087,10.0
-118.4318,33.9597,2.0
-118.4318,34.0045,1.0
-118.4318,34.0209,6.0
-118.4318,34.0322,1.0
-118.4318,34.1576,5.0
-118.4317,34.0334,1.0
-118.4317,34.0439,9.0
-118.4317,34.2217,1.0
-118.4317,34.3086,1.0
-118.4316,34.0046,2.0
-118.4316,34.0622,1.0
-118.4315,34.0483,1.0
-118.4315,34.0571,1.0
-118.4315,34.2318,1.0
-118.4315,34.2694,1.0
-118.4314,33.985,1.0
-118.4314,34.026,1.0
-118.4314,34.0263,2.0
-118.4314,34.0419,1.0
-118.4314,34.0435,2.0
-118.4313,33.9597,1.0
-118.4313,34.1721,1.0
-118.4313,34.1903,1.0
-118.4313,34.1939,2.0
-118.4313,34.2012,1.0
-118.4313,34.2031,2.0
-118.4313,34.2067,2.0
-118.4313,34.2072,1.0
-118.4313,34.2594,4.0
-118.4312,34.0048,6.0
-118.4312,34.026,2.0
-118.4312,34.148,9.0
-118.4312,34.1481,1.0
-118.4312,34.1504,6.0
-118.4312,34.153,1.0
-118.4312,34.154,2.0
-118.4312,34.156,4.0
-118.4312,34.1576,1.0
-118.4312,34.1613,1.0
-118.4312,34.1649,2.0
-118.4312,34.1794,3.0
-118.4312,34.1922,2.0
-118.4312,34.2012,30.0
-118.4312,34.2048,2.0
-118.4312,34.2072,1.0
-118.4312,34.2095,2.0
-118.431,34.0638,1.0
-118.4309,33.973,3.0
-118.4309,34.0003,1.0
-118.4309,34.2104,1.0
-118.4309,34.212,1.0
-118.4309,34.2166,1.0
-118.4308,34.0044,4.0
-118.4308,34.0521,1.0
-118.4308,34.3128,1.0
-118.4307,34.0617,1.0
-118.4307,34.1493,12.0
-118.4307,34.2084,1.0
-118.4306,34.0296,1.0
-118.4306,34.2095,1.0
-118.4305,34.0424,17.0
-118.4305,34.26,2.0
-118.4304,34.0423,13.0
-118.4304,34.0447,1.0
-118.4303,33.972,1.0
-118.4303,33.9721,2.0
-118.4303,33.9837,1.0
-118.4303,34.0268,3.0
-118.4303,34.0469,1.0
-118.4303,34.268,1.0
-118.4303,34.2681,1.0
-118.4303,34.3075,1.0
-118.4302,34.1419,1.0
-118.4302,34.1794,1.0
-118.4302,34.2306,1.0
-118.4302,34.2444,1.0
-118.4301,33.9308,2.0
-118.4301,33.972,1.0
-118.4301,34.0055,1.0
-118.4301,34.0397,1.0
-118.4301,34.0663,1.0
-118.4301,34.1886,1.0
-118.43,34.0057,10.0
-118.43,34.045,2.0
-118.43,34.089,1.0
-118.43,34.1776,1.0
-118.43,34.1939,1.0
-118.4299,33.9723,1.0
-118.4298,34.2012,1.0
-118.4298,34.2071,3.0
-118.4297,34.0008,1.0
-118.4297,34.0029,1.0
-118.4297,34.0291,2.0
-118.4297,34.0292,2.0
-118.4297,34.0363,1.0
-118.4297,34.0386,1.0
-118.4297,34.2157,1.0
-118.4297,34.2733,1.0
-118.4297,34.3069,4.0
-118.4296,34.0396,6.0
-118.4296,34.1478,5.0
-118.4296,34.1504,1.0
-118.4295,34.0027,1.0
-118.4295,34.0397,26.0
-118.4295,34.0732,2.0
-118.4294,34.0286,6.0
-118.4294,34.0474,1.0
-118.4294,34.0536,2.0
-118.4294,34.2012,3.0
-118.4293,33.9308,1.0
-118.4293,34.0046,1.0
-118.4293,34.0059,3.0
-118.4293,34.0066,1.0
-118.4293,34.0111,5.0
-118.4293,34.0536,1.0
-118.4293,34.073,1.0
-118.4293,34.1867,2.0
-118.4292,34.0234,1.0
-118.4292,34.0283,1.0
-118.4292,34.2177,1.0
-118.4291,33.931,1.0
-118.4291,34.0022,6.0
-118.4291,34.1721,1.0
-118.4291,34.1939,1.0
-118.4291,34.2217,5.0
-118.429,33.9568,15.0
-118.429,34.1576,1.0
-118.429,34.1867,1.0
-118.429,34.194,1.0
-118.4289,33.9955,1.0
-118.4289,34.0062,5.0
-118.4289,34.0669,1.0
-118.4289,34.0737,1.0
-118.4288,34.2094,2.0
-118.4288,34.2199,1.0
-118.4288,34.2217,1.0
-118.4288,34.2612,1.0
-118.4288,34.268,1.0
-118.4287,33.9747,2.0
-118.4287,34.0274,16.0
-118.4287,34.0276,1.0
-118.4287,34.2177,1.0
-118.4287,34.2771,2.0
-118.4286,33.9553,1.0
-118.4286,34.0274,4.0
-118.4286,34.0278,1.0
-118.4286,34.2048,1.0
-118.4285,33.9597,9.0
-118.4285,33.963,1.0
-118.4285,34.005,2.0
-118.4285,34.0272,1.0
-118.4285,34.0401,2.0
-118.4284,34.0094,2.0
-118.4284,34.0542,2.0
-118.4283,33.9749,1.0
-118.4283,34.0269,18.0
-118.4283,34.2217,2.0
-118.4282,34.2783,1.0
-118.4282,34.3108,1.0
-118.4281,33.9614,1.0
-118.4281,34.0122,1.0
-118.4281,34.0276,1.0
-118.428,33.9746,1.0
-118.428,34.0265,6.0
-118.428,34.3106,7.0
-118.4279,34.0265,3.0
-118.4279,34.0404,16.0
-118.4279,34.0551,5.0
-118.4278,33.9843,1.0
-118.4278,34.0017,1.0
-118.4278,34.2217,2.0
-118.4277,33.9734,1.0
-118.4277,34.0262,5.0
-118.4277,34.0957,1.0
-118.4277,34.2778,1.0
-118.4277,34.3268,1.0
-118.4276,34.0226,1.0
-118.4276,34.0485,1.0
-118.4276,34.0548,5.0
-118.4276,34.3051,2.0
-118.4275,33.9733,1.0
-118.4275,33.9962,1.0
-118.4275,34.0022,2.0
-118.4275,34.0406,13.0
-118.4274,34.0513,1.0
-118.4274,34.1504,1.0
-118.4273,34.0041,1.0
-118.4273,34.0641,2.0
-118.4272,34.0301,22.0
-118.4272,34.0394,1.0
-118.4272,34.0703,1.0
-118.4272,34.1279,1.0
-118.4272,34.2624,2.0
-118.4271,33.972,1.0
-118.4271,33.9913,1.0
-118.4271,34.0207,1.0
-118.4271,34.1473,3.0
-118.4271,34.2413,1.0
-118.427,33.9736,1.0
-118.427,34.0037,2.0
-118.427,34.0366,1.0
-118.427,34.2217,3.0
-118.4269,33.9168,1.0
-118.4269,34.0251,1.0
-118.4269,34.034,4.0
-118.4269,34.1576,1.0
-118.4269,34.1622,1.0
-118.4269,34.1703,2.0
-118.4269,34.2362,1.0
-118.4269,34.2677,1.0
-118.4269,34.3028,1.0
-118.4269,34.3209,1.0
-118.4269,34.3266,1.0
-118.4268,33.9547,1.0
-118.4268,34.2012,1.0
-118.4268,34.2091,2.0
-118.4268,34.2732,32.0
-118.4267,33.9837,2.0
-118.4267,34.0012,3.0
-118.4266,33.9711,4.0
-118.4266,34.0203,1.0
-118.4266,34.0442,1.0
-118.4265,33.9554,1.0
-118.4265,33.978,6.0
-118.4265,33.9988,1.0
-118.4265,34.0201,1.0
-118.4265,34.0535,1.0
-118.4264,33.9598,2.0
-118.4264,33.9707,1.0
-118.4264,34.0246,1.0
-118.4264,34.0282,2.0
-118.4264,34.0502,1.0
-118.4263,34.1814,2.0
-118.4263,34.304,1.0
-118.4262,34.0679,1.0
-118.4262,34.0951,1.0
-118.4261,33.9846,1.0
-118.4261,34.0016,1.0
-118.4261,34.0372,1.0
-118.4261,34.1472,1.0
-118.4261,34.2421,1.0
-118.426,33.9701,1.0
-118.426,34.0265,1.0
-118.426,34.0564,16.0
-118.426,34.3235,1.0
-118.4259,34.0576,2.0
-118.4259,34.062,1.0
-118.4258,33.9855,2.0
-118.4258,34.0158,1.0
-118.4258,34.0273,1.0
-118.4258,34.0368,1.0
-118.4258,34.056,1.0
-118.4258,34.163,1.0
-118.4257,34.0367,1.0
-118.4255,33.9766,6.0
-118.4255,34.0022,2.0
-118.4255,34.1186,1.0
-118.4255,34.3117,3.0
-118.4254,34.0182,2.0
-118.4254,34.0444,2.0
-118.4254,34.068,3.0
-118.4253,34.0417,13.0
-118.4253,34.1576,1.0
-118.4253,34.3083,3.0
-118.4251,34.0183,1.0
-118.4251,34.0571,14.0
-118.4251,34.1576,3.0
-118.4251,34.1867,1.0
-118.425,33.9597,1.0
-118.425,33.9866,3.0
-118.425,33.9903,1.0
-118.425,33.9942,1.0
-118.425,34.0022,1.0
-118.425,34.0297,1.0
-118.425,34.2429,1.0
-118.4249,34.0279,2.0
-118.4249,34.147,12.0
-118.4249,34.1849,1.0
-118.4249,34.252,3.0
-118.4249,34.3165,1.0
-118.4248,33.9655,1.0
-118.4248,34.0085,1.0
-118.4248,34.0375,1.0
-118.4248,34.0524,3.0
-118.4248,34.2271,1.0
-118.4247,33.9655,2.0
-118.4247,34.0419,8.0
-118.4247,34.163,1.0
-118.4247,34.1867,1.0
-118.4247,34.1887,4.0
-118.4247,34.2012,2.0
-118.4247,34.2034,1.0
-118.4247,34.2087,1.0
-118.4247,34.2537,1.0
-118.4246,34.0086,1.0
-118.4246,34.0237,3.0
-118.4245,33.9865,2.0
-118.4245,34.0086,3.0
-118.4245,34.1114,2.0
-118.4244,34.0026,1.0
-118.4243,34.014,1.0
-118.4243,34.1939,1.0
-118.4241,33.9416,1.0
-118.4241,34.0557,1.0
-118.4241,34.0574,3.0
-118.424,33.9749,1.0
-118.424,34.0267,1.0
-118.4239,34.009,2.0
-118.4239,34.0167,1.0
-118.4239,34.0573,1.0
-118.4239,34.3174,1.0
-118.4238,34.0212,15.0
-118.4238,34.0413,1.0
-118.4238,34.0571,4.0
-118.4237,33.9599,1.0
-118.4237,33.9727,1.0
-118.4237,33.9885,7.0
-118.4237,34.0404,3.0
-118.4237,34.0632,1.0
-118.4237,34.1438,1.0
-118.4236,33.9666,5.0
-118.4236,34.0581,7.0
-118.4236,34.1612,1.0
-118.4236,34.1921,1.0
-118.4235,34.0209,16.0
-118.4235,34.1576,1.0
-118.4233,33.9776,1.0
-118.4233,33.9928,1.0
-118.4233,33.9992,1.0
-118.4233,34.0378,1.0
-118.4233,34.2737,2.0
-118.4232,34.0578,5.0
-118.4231,33.9677,1.0
-118.4231,33.9828,1.0
-118.4231,34.0548,1.0
-118.4231,34.1576,5.0
-118.4231,34.2654,2.0
-118.423,33.9597,1.0
-118.423,34.0799,1.0
-118.4229,33.9791,2.0
-118.4229,33.9926,3.0
-118.4229,34.2682,1.0
-118.4229,34.3141,1.0
-118.4228,33.9791,1.0
-118.4228,33.9887,7.0
-118.4228,34.0314,1.0
-118.4228,34.1504,1.0
-118.4228,34.2814,1.0
-118.4228,34.3141,1.0
-118.4227,33.9788,3.0
-118.4227,33.9894,1.0
-118.4227,34.0036,1.0
-118.4227,34.0983,1.0
-118.4227,34.1137,4.0
-118.4227,34.2498,3.0
-118.4226,33.9732,4.0
-118.4226,34.0297,1.0
-118.4226,34.0389,2.0
-118.4226,34.1134,1.0
-118.4225,34.1504,2.0
-118.4225,34.1576,9.0
-118.4225,34.1721,3.0
-118.4225,34.1794,2.0
-118.4225,34.1867,2.0
-118.4225,34.1939,1.0
-118.4225,34.194,1.0
-118.4225,34.1976,1.0
-118.4224,33.9598,1.0
-118.4224,33.9635,2.0
-118.4224,34.0038,1.0
-118.4224,34.0433,3.0
-118.4224,34.2711,1.0
-118.4223,34.022,1.0
-118.4223,34.0455,1.0
-118.4222,33.978,1.0
-118.4222,33.9781,3.0
-118.4222,33.9947,2.0
-118.4222,34.0192,1.0
-118.4222,34.3062,2.0
-118.4222,34.3175,1.0
-118.4221,33.9724,1.0
-118.4221,34.0495,1.0
-118.4221,34.0589,3.0
-118.4221,34.2661,2.0
-118.422,33.9782,27.0
-118.422,34.0381,4.0
-118.422,34.0382,2.0
-118.4219,34.1198,1.0
-118.4218,34.0188,1.0
-118.4218,34.2671,1.0
-118.4217,33.9419,1.0
-118.4217,33.9627,5.0
-118.4217,33.9772,1.0
-118.4217,34.0415,1.0
-118.4217,34.2143,1.0
-118.4216,34.0043,1.0
-118.4216,34.0104,1.0
-118.4216,34.0617,1.0
-118.4215,34.0313,1.0
-118.4215,34.0482,1.0
-118.4214,34.0374,2.0
-118.4214,34.0444,1.0
-118.4214,34.0591,2.0
-118.4214,34.163,1.0
-118.4214,34.183,1.0
-118.4213,33.9622,3.0
-118.4213,34.0045,3.0
-118.4213,34.0556,1.0
-118.4213,34.0591,3.0
-118.4213,34.2278,1.0
-118.4213,34.2772,1.0
-118.4212,34.0132,1.0
-118.4212,34.0198,2.0
-118.4211,33.9952,1.0
-118.4211,34.0589,7.0
-118.4211,34.2826,1.0
-118.421,33.9952,1.0
-118.421,33.9955,1.0
-118.421,34.0306,1.0
-118.421,34.2117,1.0
-118.421,34.2217,1.0
-118.421,34.303,1.0
-118.4209,34.0306,4.0
-118.4209,34.1576,2.0
-118.4209,34.2482,1.0
-118.4209,34.2697,1.0
-118.4208,33.9597,1.0
-118.4208,33.9616,7.0
-118.4208,34.0474,1.0
-118.4208,34.0583,1.0
-118.4207,33.9793,1.0
-118.4207,33.9918,8.0
-118.4207,34.02,4.0
-118.4206,33.942,1.0
-118.4206,34.0049,1.0
-118.4206,34.0473,34.0
-118.4206,34.0503,3.0
-118.4206,34.0504,1.0
-118.4205,33.9884,5.0
-118.4205,34.0401,1.0
-118.4205,34.209,1.0
-118.4205,34.2985,1.0
-118.4204,33.9611,4.0
-118.4204,33.9917,1.0
-118.4204,34.1794,1.0
-118.4203,33.9789,1.0
-118.4203,34.1576,2.0
-118.4203,34.1816,2.0
-118.4203,34.183,1.0
-118.4203,34.2463,2.0
-118.4202,33.9919,12.0
-118.4202,34.0467,1.0
-118.4202,34.05,1.0
-118.4202,34.2733,6.0
-118.4201,33.9886,1.0
-118.4201,33.992,3.0
-118.4201,33.9921,1.0
-118.4201,34.0112,1.0
-118.4201,34.0166,1.0
-118.4201,34.0391,1.0
-118.4201,34.0577,1.0
-118.4201,34.2689,1.0
-118.4201,34.2954,2.0
-118.42,33.9606,4.0
-118.42,33.9607,1.0
-118.42,34.0164,4.0
-118.42,34.0204,1.0
-118.42,34.0391,2.0
-118.42,34.06,127.0
-118.42,34.128,3.0
-118.42,34.2782,1.0
-118.4199,34.039,1.0
-118.4198,33.9599,3.0
-118.4198,33.9962,1.0
-118.4198,34.0115,1.0
-118.4197,33.9603,2.0
-118.4197,33.9753,10.0
-118.4197,34.0114,1.0
-118.4197,34.0116,1.0
-118.4197,34.0145,1.0
-118.4197,34.2978,4.0
-118.4196,33.9824,1.0
-118.4195,34.1458,4.0
-118.4195,34.2469,2.0
-118.4195,34.2811,1.0
-118.4194,34.0001,1.0
-118.4194,34.045,5.0
-118.4193,33.9598,1.0
-118.4193,33.9599,5.0
-118.4193,33.9937,15.0
-118.4193,34.0605,45.0
-118.4192,33.9931,1.0
-118.4192,34.0124,1.0
-118.4192,34.0346,3.0
-118.4191,33.9599,3.0
-118.419,34.0452,6.0
-118.419,34.0485,2.0
-118.419,34.0565,3.0
-118.4189,33.977,1.0
-118.4189,34.012,2.0
-118.4189,34.0176,2.0
-118.4189,34.0177,1.0
-118.4189,34.0563,4.0
-118.4189,34.2463,56.0
-118.4189,34.2631,1.0
-118.4189,34.2712,2.0
-118.4188,33.9599,1.0
-118.4188,33.977,4.0
-118.4188,34.0121,2.0
-118.4188,34.0514,1.0
-118.4187,33.9593,3.0
-118.4185,33.9599,3.0
-118.4185,34.0146,1.0
-118.4184,34.0265,20.0
-118.4184,34.0444,1.0
-118.4184,34.0611,435.0
-118.4184,34.1456,1.0
-118.4184,34.2626,2.0
-118.4183,33.9422,1.0
-118.4183,34.0167,4.0
-118.4183,34.2689,1.0
-118.4182,34.0612,5.0
-118.4182,34.1721,1.0
-118.4182,34.2074,1.0
-118.4181,33.9587,1.0
-118.4181,33.9667,3.0
-118.4181,33.9759,1.0
-118.4181,34.1536,2.0
-118.4181,34.1576,1.0
-118.4181,34.194,2.0
-118.4181,34.1993,1.0
-118.4181,34.3125,1.0
-118.418,34.0407,1.0
-118.4179,33.995,3.0
-118.4179,34.1781,6.0
-118.4179,34.2493,1.0
-118.4179,34.2961,1.0
-118.4178,33.9573,4.0
-118.4178,33.9753,1.0
-118.4178,33.9754,15.0
-118.4178,33.9949,9.0
-118.4178,34.0125,3.0
-118.4178,34.0145,1.0
-118.4178,34.0966,1.0
-118.4178,34.2364,1.0
-118.4178,34.2719,1.0
-118.4177,33.9556,3.0
-118.4177,33.9884,1.0
-118.4177,33.9885,1.0
-118.4177,34.055,1.0
-118.4176,33.9775,6.0
-118.4176,33.9798,1.0
-118.4176,34.0325,1.0
-118.4176,34.2797,1.0
-118.4175,34.0216,1.0
-118.4175,34.0247,1.0
-118.4175,34.0601,7.0
-118.4175,34.2293,1.0
-118.4173,34.013,1.0
-118.4173,34.0156,1.0
-118.4172,33.9534,1.0
-118.4172,33.9909,1.0
-118.4172,34.0129,1.0
-118.4172,34.0133,1.0
-118.4171,34.0463,2.0
-118.4171,34.0597,5.0
-118.417,33.9597,4.0
-118.417,33.9878,1.0
-118.417,34.0317,1.0
-118.4169,33.9911,1.0
-118.4169,34.0527,1.0
-118.4169,34.0598,1.0
-118.4169,34.2123,1.0
-118.4168,33.9575,2.0
-118.4168,34.0238,1.0
-118.4168,34.2668,2.0
-118.4168,34.2884,1.0
-118.4167,33.9597,1.0
-118.4167,33.9963,1.0
-118.4167,34.0529,2.0
-118.4167,34.2609,2.0
-118.4166,33.9781,1.0
-118.4166,34.0488,1.0
-118.4166,34.0623,1.0
-118.4166,34.162,2.0
-118.4166,34.1936,2.0
-118.4165,33.9815,1.0
-118.4165,34.0308,2.0
-118.4165,34.0583,1.0
-118.4164,33.9597,3.0
-118.4164,33.9815,2.0
-118.4164,34.0586,11.0
-118.4163,34.0308,3.0
-118.4163,34.207,2.0
-118.4163,34.2439,1.0
-118.4163,34.2777,1.0
-118.4162,33.9916,26.0
-118.4162,34.2704,1.0
-118.4161,34.1794,2.0
-118.4161,34.2865,3.0
-118.416,33.9565,2.0
-118.416,34.0481,1.0
-118.416,34.0586,6.0
-118.416,34.2336,1.0
-118.4159,33.9806,2.0
-118.4159,34.0587,2.0
-118.4159,34.063,2.0
-118.4159,34.1576,1.0
-118.4159,34.1867,1.0
-118.4158,34.0138,1.0
-118.4158,34.0587,6.0
-118.4158,34.0629,1.0
-118.4158,34.1917,1.0
-118.4158,34.2688,1.0
-118.4158,34.2918,1.0
-118.4157,34.0309,1.0
-118.4157,34.0411,1.0
-118.4157,34.0565,1.0
-118.4157,34.2939,2.0
-118.4157,34.294,1.0
-118.4156,33.9759,14.0
-118.4156,34.0138,7.0
-118.4156,34.0168,1.0
-118.4156,34.0515,1.0
-118.4156,34.0565,1.0
-118.4155,34.0309,1.0
-118.4155,34.1451,5.0
-118.4155,34.2445,2.0
-118.4154,33.9979,1.0
-118.4154,34.0583,1.0
-118.4154,34.1452,1.0
-118.4154,34.2569,1.0
-118.4153,33.9932,8.0
-118.4153,34.0295,1.0
-118.4153,34.0632,2.0
-118.4152,33.9932,3.0
-118.4152,34.2685,2.0
-118.4151,33.9788,1.0
-118.415,34.2753,1.0
-118.4149,33.981,7.0
-118.4149,34.026,4.0
-118.4149,34.2397,3.0
-118.4148,33.9985,1.0
-118.4148,33.9986,2.0
-118.4148,34.0172,1.0
-118.4148,34.0594,1.0
-118.4147,33.9642,1.0
-118.4147,34.0967,1.0
-118.4147,34.2821,1.0
-118.4146,34.3038,1.0
-118.4145,33.9778,3.0
-118.4145,33.9927,1.0
-118.4145,34.2736,1.0
-118.4144,33.9957,1.0
-118.4144,34.1576,1.0
-118.4144,34.1867,1.0
-118.4144,34.2066,1.0
-118.4144,34.2928,1.0
-118.4143,33.9313,1.0
-118.4143,33.9791,1.0
-118.4143,34.277,1.0
-118.4143,34.3064,1.0
-118.4142,33.9779,3.0
-118.4141,34.2417,1.0
-118.414,34.1649,1.0
-118.414,34.2731,1.0
-118.4139,33.9793,3.0
-118.4139,34.0149,13.0
-118.4139,34.0405,13.0
-118.4138,33.9793,1.0
-118.4138,34.0276,2.0
-118.4138,34.0494,1.0
-118.4138,34.1463,1.0
-118.4138,34.1482,1.0
-118.4138,34.1576,2.0
-118.4138,34.1634,2.0
-118.4138,34.1649,3.0
-118.4138,34.1669,1.0
-118.4138,34.1794,1.0
-118.4138,34.1939,1.0
-118.4138,34.2012,1.0
-118.4138,34.2048,1.0
-118.4137,33.9659,1.0
-118.4137,33.9772,1.0
-118.4137,34.1451,8.0
-118.4137,34.1649,2.0
-118.4137,34.1831,1.0
-118.4137,34.1867,1.0
-118.4137,34.288,1.0
-118.4137,34.2921,1.0
-118.4136,34.0603,1.0
-118.4135,33.9979,1.0
-118.4135,34.2167,1.0
-118.4134,33.9817,3.0
-118.4134,34.0306,8.0
-118.4133,33.9943,2.0
-118.4133,34.0269,1.0
-118.4133,34.3077,2.0
-118.4132,33.9709,1.0
-118.4132,33.9914,2.0
-118.4131,34.239,1.0
-118.4131,34.2768,1.0
-118.4129,34.2296,3.0
-118.4128,33.9539,1.0
-118.4128,34.0557,3.0
-118.4128,34.2405,1.0
-118.4126,34.026,6.0
-118.4126,34.0261,3.0
-118.4125,33.9973,1.0
-118.4125,34.0155,3.0
-118.4125,34.0199,12.0
-118.4125,34.0296,1.0
-118.4125,34.147,1.0
-118.4124,34.0257,2.0
-118.4123,34.2217,1.0
-118.4123,34.2288,1.0
-118.4122,33.9765,1.0
-118.4122,34.2142,1.0
-118.4122,34.2396,2.0
-118.4121,34.2741,1.0
-118.4119,33.9919,2.0
-118.4119,34.0215,1.0
-118.4119,34.1939,1.0
-118.4118,33.9663,1.0
-118.4118,33.9836,2.0
-118.4118,33.992,1.0
-118.4118,34.0286,1.0
-118.4118,34.0287,1.0
-118.4117,33.9598,2.0
-118.4117,33.9759,2.0
-118.4117,33.9803,1.0
-118.4117,34.0266,3.0
-118.4117,34.1296,2.0
-118.4117,34.1867,1.0
-118.4117,34.2737,3.0
-118.4116,33.9966,3.0
-118.4116,34.0247,4.0
-118.4116,34.1427,1.0
-118.4116,34.2012,3.0
-118.4116,34.2822,1.0
-118.4115,34.0536,2.0
-118.4115,34.1448,5.0
-118.4115,34.1493,1.0
-118.4115,34.2655,1.0
-118.4114,33.9941,2.0
-118.4114,34.0563,1.0
-118.4114,34.2844,1.0
-118.4113,34.0209,1.0
-118.4113,34.0243,1.0
-118.4112,33.983,1.0
-118.4112,33.9929,1.0
-118.4112,34.0301,1.0
-118.4112,34.2503,1.0
-118.4111,33.9805,49.0
-118.4111,34.0306,3.0
-118.411,34.031,20.0
-118.4109,34.0291,2.0
-118.4108,33.998,1.0
-118.4107,34.0292,5.0
-118.4106,33.9656,1.0
-118.4106,33.9825,1.0
-118.4106,34.0271,1.0
-118.4106,34.05,1.0
-118.4105,33.9923,1.0
-118.4105,34.0289,1.0
-118.4104,33.9959,1.0
-118.4103,34.0196,2.0
-118.4103,34.2549,1.0
-118.4102,34.0229,3.0
-118.4102,34.023,2.0
-118.4101,33.9808,2.0
-118.4101,33.9933,2.0
-118.4101,34.2379,3.0
-118.4099,34.2012,2.0
-118.4098,34.2487,1.0
-118.4098,34.2884,2.0
-118.4097,34.0259,1.0
-118.4096,33.982,1.0
-118.4095,33.942,56.0
-118.4095,33.9671,18.0
-118.4095,34.0277,3.0
-118.4095,34.2542,4.0
-118.4094,34.2012,1.0
-118.4094,34.2056,1.0
-118.4094,34.2626,8.0
-118.4093,34.0274,5.0
-118.4093,34.0292,5.0
-118.4092,33.9791,9.0
-118.4092,33.9908,1.0
-118.4092,34.1444,3.0
-118.4092,34.2755,2.0
-118.4091,33.9646,1.0
-118.4091,34.0292,1.0
-118.4091,34.2545,1.0
-118.409,34.0175,9.0
-118.409,34.024,40.0
-118.409,34.2537,5.0
-118.409,34.2973,7.0
-118.4089,33.9949,1.0
-118.4088,33.9815,1.0
-118.4088,33.9948,5.0
-118.4087,33.9816,1.0
-118.4087,34.021,2.0
-118.4087,34.2367,1.0
-118.4086,33.9827,2.0
-118.4085,33.9896,1.0
-118.4084,34.0283,1.0
-118.4084,34.2761,1.0
-118.4083,33.9818,1.0
-118.4083,34.2537,2.0
-118.4082,34.0374,1.0
-118.4081,33.9431,29.0
-118.4081,34.0259,1.0
-118.408,34.0215,3.0
-118.4079,33.9797,1.0
-118.4079,34.0246,1.0
-118.4078,33.9942,1.0
-118.4078,34.2053,2.0
-118.4078,34.2291,2.0
-118.4076,33.9635,1.0
-118.4076,33.977,1.0
-118.4076,34.0185,13.0
-118.4076,34.0291,1.0
-118.4076,34.0334,1.0
-118.4074,34.0184,3.0
-118.4074,34.027,2.0
-118.4074,34.0288,1.0
-118.4073,33.944,14.0
-118.4073,33.9716,1.0
-118.4073,34.0249,4.0
-118.4073,34.2816,9.0
-118.4072,33.9433,9.0
-118.4072,34.0393,1.0
-118.4072,34.1436,2.0
-118.407,34.0188,1.0
-118.407,34.0317,1.0
-118.4069,34.2121,1.0
-118.4069,34.2692,1.0
-118.4068,34.0201,1.0
-118.4068,34.0221,3.0
-118.4067,34.2457,1.0
-118.4066,33.985,1.0
-118.4066,34.0183,3.0
-118.4066,34.0238,1.0
-118.4065,33.9864,2.0
-118.4063,33.9556,3.0
-118.4063,34.019,2.0
-118.4063,34.0255,2.0
-118.4063,34.1848,1.0
-118.4063,34.2512,1.0
-118.4062,33.9319,6.0
-118.4062,33.9817,1.0
-118.4062,34.0254,1.0
-118.4062,34.0292,2.0
-118.4062,34.223,2.0
-118.4061,33.9449,90.0
-118.406,33.9874,1.0
-118.4059,33.9449,7.0
-118.4059,33.9709,1.0
-118.4059,34.0192,1.0
-118.4059,34.0193,3.0
-118.4058,34.1533,1.0
-118.4057,34.0227,1.0
-118.4056,33.9835,1.0
-118.4055,33.9831,1.0
-118.4055,34.0225,2.0
-118.4054,33.9428,5.0
-118.4054,34.0292,1.0
