LON,LAT,F
-118.533,34.1433,3.0
-118.5329,34.1698,1.0
-118.5329,34.2843,1.0
-118.5329,34.2878,9.0
-118.5328,34.0342,1.0
-118.5328,34.186,1.0
-118.5328,34.1939,12.0
-118.5328,34.2048,7.0
-118.5328,34.2066,7.0
-118.5328,34.212,2.0
-118.5328,34.223,1.0
-118.5328,34.2339,1.0
-118.5328,34.2555,3.0
-118.5328,34.2561,1.0
-118.5328,34.2685,1.0
-118.5328,34.2778,3.0
-118.5328,34.2801,1.0
-118.5327,34.2673,2.0
-118.5327,34.2685,2.0
-118.5327,34.2834,1.0
-118.5326,34.1811,2.0
-118.5326,34.2048,1.0
-118.5326,34.2164,3.0
-118.5326,34.2567,1.0
-118.5326,34.277,1.0
-118.5325,34.0362,2.0
-118.5325,34.0889,17.0
-118.5325,34.2555,6.0
-118.5325,34.2756,2.0
-118.5324,34.2287,5.0
-118.5324,34.2308,17.0
-118.5324,34.2319,6.0
-118.5323,34.1641,1.0
-118.5323,34.1749,25.0
-118.5323,34.2139,1.0
-118.5323,34.2208,13.0
-118.5323,34.2287,17.0
-118.5323,34.2555,27.0
-118.5322,34.2011,3.0
-118.5322,34.2157,2.0
-118.5322,34.2836,1.0
-118.532,34.1619,1.0
-118.5319,34.0468,8.0
-118.5319,34.0529,1.0
-118.5319,34.1437,12.0
-118.5319,34.2825,3.0
-118.5319,34.287,1.0
-118.5319,34.2871,2.0
-118.5318,34.2809,2.0
-118.5317,34.1634,5.0
-118.5317,34.1811,4.0
-118.5317,34.1825,1.0
-118.5317,34.183,2.0
-118.5317,34.1832,1.0
-118.5317,34.1839,1.0
-118.5317,34.1853,2.0
-118.5317,34.1866,1.0
-118.5317,34.1903,30.0
-118.5317,34.1922,2.0
-118.5317,34.193,1.0
-118.5317,34.1939,10.0
-118.5317,34.1959,11.0
-118.5317,34.1967,1.0
-118.5317,34.1975,13.0
-118.5317,34.1993,22.0
-118.5317,34.2011,6.0
-118.5317,34.2012,5.0
-118.5317,34.2048,1.0
-118.5317,34.2066,2.0
-118.5317,34.2084,3.0
-118.5317,34.2102,9.0
-118.5317,34.212,4.0
-118.5317,34.2129,1.0
-118.5317,34.2139,9.0
-118.5317,34.2146,44.0
-118.5317,34.2147,2.0
-118.5317,34.2157,8.0
-118.5317,34.2177,4.0
-118.5317,34.2208,21.0
-118.5317,34.2229,1.0
-118.5317,34.2246,10.0
-118.5317,34.2256,3.0
-118.5317,34.2265,6.0
-118.5317,34.2319,3.0
-118.5317,34.2337,2.0
-118.5317,34.2355,1.0
-118.5317,34.2482,2.0
-118.5317,34.25,2.0
-118.5317,34.2514,2.0
-118.5317,34.2573,3.0
-118.5317,34.2582,1.0
-118.5317,34.2609,1.0
-118.5317,34.2618,1.0
-118.5317,34.2627,3.0
-118.5317,34.2645,1.0
-118.5317,34.2655,4.0
-118.5317,34.2673,1.0
-118.5317,34.2684,1.0
-118.5317,34.2709,1.0
-118.5317,34.2718,3.0
-118.5316,34.0537,1.0
-118.5316,34.1585,1.0
-118.5316,34.1592,1.0
-118.5316,34.2048,7.0
-118.5316,34.2797,1.0
-118.5315,34.161,3.0
-118.5315,34.2775,1.0
-118.5314,34.1616,1.0
-118.5313,34.0385,7.0
-118.5312,34.0448,1.0
-118.5312,34.1651,1.0
-118.5311,34.1723,1.0
-118.5311,34.2308,7.0
-118.531,34.0358,1.0
-118.5309,34.1526,1.0
-118.5309,34.2193,1.0
-118.5309,34.2818,1.0
-118.5309,34.2837,2.0
-118.5308,34.0465,1.0
-118.5308,34.1698,20.0
-118.5308,34.1723,8.0
-118.5308,34.1724,3.0
-118.5308,34.1738,1.0
-118.5308,34.1749,48.0
-118.5308,34.1762,1.0
-118.5308,34.1774,28.0
-118.5308,34.1775,2.0
-118.5308,34.1789,8.0
-118.5308,34.1802,3.0
-118.5308,34.1903,5.0
-118.5308,34.1917,4.0
-118.5308,34.193,2.0
-118.5307,34.2105,1.0
-118.5307,34.218,5.0
-118.5307,34.2211,3.0
-118.5307,34.2219,2.0
-118.5307,34.2229,5.0
-118.5307,34.2246,4.0
-118.5307,34.2319,2.0
-118.5307,34.2685,1.0
-118.5307,34.2697,1.0
-118.5307,34.281,1.0
-118.5306,34.0373,1.0
-118.5306,34.1488,1.0
-118.5306,34.1605,1.0
-118.5306,34.1962,1.0
-118.5306,34.1975,2.0
-118.5306,34.1993,3.0
-118.5306,34.2021,1.0
-118.5306,34.203,2.0
-118.5306,34.2048,1.0
-118.5306,34.2066,3.0
-118.5306,34.2229,1.0
-118.5306,34.258,1.0
-118.5306,34.2697,3.0
-118.5306,34.2728,1.0
-118.5305,34.0462,1.0
-118.5305,34.0463,2.0
-118.5305,34.2904,1.0
-118.5304,34.1443,2.0
-118.5304,34.2012,3.0
-118.5304,34.2208,1.0
-118.5303,34.0409,4.0
-118.5303,34.1489,2.0
-118.5303,34.2084,1.0
-118.5303,34.2177,6.0
-118.5303,34.2752,2.0
-118.5302,34.163,7.0
-118.5302,34.1939,1.0
-118.5302,34.2741,4.0
-118.5301,34.154,1.0
-118.5301,34.1675,2.0
-118.5301,34.2093,1.0
-118.5301,34.2129,1.0
-118.5301,34.25,1.0
-118.5301,34.2752,2.0
-118.53,34.0455,3.0
-118.53,34.1902,8.0
-118.53,34.1903,1.0
-118.53,34.2107,1.0
-118.53,34.2193,2.0
-118.53,34.2208,1.0
-118.53,34.2301,2.0
-118.53,34.2319,2.0
-118.53,34.2446,1.0
-118.53,34.261,1.0
-118.53,34.29,1.0
-118.5299,34.036,1.0
-118.5299,34.0499,3.0
-118.5299,34.1574,2.0
-118.5299,34.1916,1.0
-118.5299,34.2011,14.0
-118.5299,34.2157,3.0
-118.5299,34.2464,5.0
-118.5299,34.2482,2.0
-118.5299,34.2591,1.0
-118.5298,34.1595,3.0
-118.5298,34.1608,1.0
-118.5298,34.1609,1.0
-118.5298,34.1866,1.0
-118.5298,34.2084,4.0
-118.5298,34.212,3.0
-118.5298,34.2193,1.0
-118.5298,34.231,1.0
-118.5298,34.245,2.0
-118.5298,34.272,2.0
-118.5297,34.145,2.0
-118.5297,34.1451,1.0
-118.5297,34.155,2.0
-118.5297,34.1709,1.0
-118.5297,34.1819,1.0
-118.5297,34.183,1.0
-118.5297,34.1839,10.0
-118.5297,34.1852,3.0
-118.5297,34.2655,6.0
-118.5297,34.2698,1.0
-118.5296,34.167,2.0
-118.5296,34.1683,4.0
-118.5296,34.169,3.0
-118.5296,34.2012,17.0
-118.5296,34.2219,1.0
-118.5296,34.2301,2.0
-118.5296,34.2337,1.0
-118.5296,34.2673,1.0
-118.5296,34.2896,1.0
-118.5295,34.0429,3.0
-118.5295,34.049,2.0
-118.5295,34.0491,1.0
-118.5295,34.1806,1.0
-118.5295,34.1866,1.0
-118.5295,34.1949,2.0
-118.5295,34.1975,1.0
-118.5295,34.1993,2.0
-118.5295,34.2011,1.0
-118.5295,34.203,2.0
-118.5295,34.2048,2.0
-118.5295,34.2139,6.0
-118.5295,34.2246,8.0
-118.5295,34.2391,7.0
-118.5295,34.2663,2.0
-118.5294,34.033,3.0
-118.5294,34.0382,4.0
-118.5294,34.0494,1.0
-118.5294,34.1859,2.0
-118.5294,34.1962,1.0
-118.5294,34.1975,2.0
-118.5294,34.2491,3.0
-118.5293,34.0497,2.0
-118.5293,34.1459,2.0
-118.5293,34.1723,2.0
-118.5293,34.1802,1.0
-118.5293,34.1818,1.0
-118.5292,34.1423,4.0
-118.5292,34.164,4.0
-118.5292,34.2107,4.0
-118.5292,34.2193,2.0
-118.5291,34.1608,4.0
-118.5291,34.1709,4.0
-118.5291,34.1765,1.0
-118.5291,34.1772,1.0
-118.5291,34.1802,1.0
-118.5291,34.2794,1.0
-118.529,34.245,2.0
-118.529,34.2519,1.0
-118.529,34.2529,1.0
-118.5289,34.045,6.0
-118.5289,34.0502,2.0
-118.5289,34.1482,2.0
-118.5289,34.1589,4.0
-118.5289,34.1622,1.0
-118.5289,34.166,5.0
-118.5289,34.2176,3.0
-118.5288,34.1723,4.0
-118.5288,34.2685,1.0
-118.5288,34.2921,1.0
-118.5287,34.1723,4.0
-118.5287,34.212,2.0
-118.5287,34.2129,1.0
-118.5287,34.2165,2.0
-118.5286,34.0327,1.0
-118.5286,34.0369,1.0
-118.5286,34.0473,1.0
-118.5286,34.167,3.0
-118.5286,34.1681,1.0
-118.5286,34.1686,2.0
-118.5286,34.1753,3.0
-118.5286,34.1839,1.0
-118.5286,34.2164,2.0
-118.5286,34.2219,1.0
-118.5286,34.2473,2.0
-118.5285,34.1521,1.0
-118.5285,34.1554,1.0
-118.5285,34.1637,8.0
-118.5285,34.1639,1.0
-118.5285,34.1818,1.0
-118.5285,34.2043,2.0
-118.5285,34.2157,2.0
-118.5285,34.2179,1.0
-118.5285,34.2219,2.0
-118.5285,34.2246,2.0
-118.5285,34.2265,1.0
-118.5285,34.2301,6.0
-118.5285,34.231,1.0
-118.5285,34.2326,2.0
-118.5285,34.2907,1.0
-118.5284,34.1447,2.0
-118.5284,34.1617,1.0
-118.5284,34.1826,1.0
-118.5284,34.1902,4.0
-118.5284,34.1912,1.0
-118.5284,34.193,1.0
-118.5284,34.1939,4.0
-118.5284,34.196,3.0
-118.5284,34.1975,3.0
-118.5284,34.2065,4.0
-118.5284,34.2092,1.0
-118.5284,34.2193,2.0
-118.5283,34.038,1.0
-118.5283,34.149,1.0
-118.5283,34.1608,2.0
-118.5283,34.1609,1.0
-118.5283,34.2535,1.0
-118.5283,34.2542,6.0
-118.5282,34.0427,1.0
-118.5282,34.2528,1.0
-118.5282,34.2954,1.0
-118.5281,34.0485,1.0
-118.5281,34.0489,2.0
-118.5281,34.1564,4.0
-118.5281,34.1588,3.0
-118.5281,34.1655,1.0
-118.5281,34.2464,5.0
-118.528,34.1723,5.0
-118.528,34.1826,1.0
-118.5279,34.1802,1.0
-118.5279,34.1902,2.0
-118.5279,34.2011,2.0
-118.5279,34.2084,1.0
-118.5279,34.2208,1.0
-118.5279,34.2355,2.0
-118.5278,34.1839,1.0
-118.5278,34.2532,9.0
-118.5277,34.0335,2.0
-118.5277,34.0448,9.0
-118.5276,34.0402,3.0
-118.5276,34.288,3.0
-118.5276,34.2973,1.0
-118.5274,34.2209,7.0
-118.5274,34.2319,2.0
-118.5274,34.2549,5.0
-118.5274,34.2627,2.0
-118.5274,34.2898,1.0
-118.5273,34.1587,8.0
-118.5273,34.1664,1.0
-118.5273,34.1675,12.0
-118.5273,34.169,2.0
-118.5273,34.1708,3.0
-118.5273,34.1713,1.0
-118.5273,34.1723,13.0
-118.5273,34.1745,4.0
-118.5273,34.1748,3.0
-118.5273,34.1754,23.0
-118.5273,34.1774,2.0
-118.5273,34.1776,1.0
-118.5273,34.1778,1.0
-118.5273,34.1779,1.0
-118.5273,34.1789,9.0
-118.5273,34.1802,7.0
-118.5273,34.1806,3.0
-118.5273,34.1839,3.0
-118.5273,34.1848,2.0
-118.5273,34.1866,5.0
-118.5273,34.1885,2.0
-118.5273,34.1887,8.0
-118.5273,34.1902,7.0
-118.5273,34.1903,2.0
-118.5273,34.1921,6.0
-118.5273,34.1939,3.0
-118.5273,34.1957,2.0
-118.5273,34.1975,79.0
-118.5273,34.1993,4.0
-118.5273,34.2011,9.0
-118.5273,34.2012,8.0
-118.5273,34.2029,3.0
-118.5273,34.2048,32.0
-118.5273,34.2068,6.0
-118.5273,34.2084,7.0
-118.5273,34.2104,1.0
-118.5273,34.2121,5.0
-118.5273,34.2138,1.0
-118.5273,34.2157,4.0
-118.5273,34.2177,1.0
-118.5273,34.2193,1.0
-118.5273,34.2218,2.0
-118.5273,34.2246,15.0
-118.5273,34.2264,3.0
-118.5273,34.2287,13.0
-118.5273,34.2291,3.0
-118.5273,34.23,5.0
-118.5273,34.2301,2.0
-118.5273,34.2392,1.0
-118.5273,34.25,4.0
-118.5273,34.2528,9.0
-118.5273,34.2536,13.0
-118.5273,34.2573,20.0
-118.5273,34.259,13.0
-118.5273,34.2591,1.0
-118.5273,34.2609,14.0
-118.5273,34.2627,8.0
-118.5273,34.2722,2.0
-118.5272,34.162,5.0
-118.5272,34.1644,1.0
-118.5272,34.1652,7.0
-118.5272,34.1654,10.0
-118.5272,34.1655,1.0
-118.5272,34.1692,23.0
-118.5272,34.1708,6.0
-118.5272,34.1818,2.0
-118.5272,34.2645,19.0
-118.5272,34.2951,1.0
-118.5271,34.0378,1.0
-118.5271,34.0471,2.0
-118.5271,34.147,1.0
-118.5271,34.2796,1.0
-118.5271,34.3007,1.0
-118.527,34.0427,3.0
-118.527,34.0513,4.0
-118.527,34.1539,2.0
-118.527,34.2911,2.0
-118.5269,34.0381,1.0
-118.5269,34.048,12.0
-118.5268,34.1383,1.0
-118.5267,34.049,1.0
-118.5267,34.0491,1.0
-118.5267,34.1431,2.0
-118.5266,34.1485,3.0
-118.5265,34.0447,3.0
-118.5265,34.2672,1.0
-118.5264,34.1401,1.0
-118.5264,34.1819,3.0
-118.5264,34.2591,5.0
-118.5264,34.2645,7.0
-118.5264,34.2673,1.0
-118.5263,34.1457,3.0
-118.5263,34.1629,27.0
-118.5263,34.1939,1.0
-118.5263,34.1975,4.0
-118.5263,34.2012,1.0
-118.5263,34.2066,3.0
-118.5263,34.2084,2.0
-118.5263,34.2105,2.0
-118.5263,34.2114,1.0
-118.5263,34.2121,4.0
-118.5263,34.2141,1.0
-118.5263,34.2157,3.0
-118.5263,34.2175,1.0
-118.5263,34.218,2.0
-118.5263,34.2193,2.0
-118.5263,34.2677,1.0
-118.5262,34.039,1.0
-118.5262,34.1498,3.0
-118.5262,34.1588,2.0
-118.5262,34.1592,5.0
-118.5262,34.1601,4.0
-118.5262,34.162,4.0
-118.5262,34.1738,5.0
-118.5262,34.1763,1.0
-118.5262,34.178,2.0
-118.5262,34.1797,4.0
-118.5262,34.19,12.0
-118.5262,34.1903,5.0
-118.5262,34.1917,1.0
-118.5262,34.1959,3.0
-118.5262,34.1975,2.0
-118.5262,34.2048,1.0
-118.5262,34.2066,1.0
-118.5261,34.1418,4.0
-118.5261,34.1482,3.0
-118.5261,34.2012,10.0
-118.5261,34.2684,3.0
-118.526,34.1431,2.0
-118.526,34.2009,10.0
-118.526,34.2344,3.0
-118.526,34.2684,1.0
-118.526,34.2722,3.0
-118.5259,34.047,5.0
-118.5259,34.1731,4.0
-118.5259,34.2246,1.0
-118.5259,34.2355,1.0
-118.5259,34.2702,3.0
-118.5258,34.0385,8.0
-118.5258,34.0427,1.0
-118.5258,34.0474,6.0
-118.5258,34.1441,2.0
-118.5258,34.1511,5.0
-118.5258,34.1722,2.0
-118.5258,34.1889,2.0
-118.5258,34.2573,3.0
-118.5257,34.1939,1.0
-118.5257,34.1993,1.0
-118.5257,34.2791,2.0
-118.5256,34.0487,2.0
-118.5256,34.193,1.0
-118.5256,34.2319,1.0
-118.5256,34.2337,2.0
-118.5256,34.2825,1.0
-118.5255,34.1859,2.0
-118.5255,34.1868,5.0
-118.5255,34.2157,2.0
-118.5255,34.2355,1.0
-118.5255,34.2591,3.0
-118.5255,34.2737,2.0
-118.5255,34.2823,1.0
-118.5254,34.0314,2.0
-118.5254,34.0364,6.0
-118.5254,34.1763,1.0
-118.5254,34.1818,1.0
-118.5254,34.1835,7.0
-118.5254,34.211,4.0
-118.5254,34.2301,1.0
-118.5253,34.1888,4.0
-118.5253,34.1903,4.0
-118.5253,34.1912,1.0
-118.5253,34.1948,2.0
-118.5253,34.1975,1.0
-118.5253,34.2009,4.0
-118.5253,34.2146,1.0
-118.5253,34.2356,1.0
-118.5253,34.2428,1.0
-118.5253,34.2647,1.0
-118.5252,34.1449,9.0
-118.5252,34.145,1.0
-118.5252,34.2012,1.0
-118.5252,34.2066,3.0
-118.5252,34.2084,1.0
-118.5252,34.2102,2.0
-118.5252,34.2146,4.0
-118.5252,34.2218,6.0
-118.5252,34.2894,1.0
-118.5252,34.3001,1.0
-118.5251,34.053,1.0
-118.5251,34.1533,1.0
-118.5251,34.1564,5.0
-118.5251,34.1573,4.0
-118.5251,34.158,3.0
-118.5251,34.1587,1.0
-118.5251,34.1601,2.0
-118.5251,34.201,1.0
-118.5251,34.2033,6.0
-118.5251,34.2048,3.0
-118.5251,34.2219,5.0
-118.5251,34.2274,4.0
-118.5251,34.301,1.0
-118.525,34.0457,3.0
-118.525,34.053,1.0
-118.525,34.1424,4.0
-118.525,34.1625,1.0
-118.5249,34.22,1.0
-118.5248,34.0512,2.0
-118.5248,34.2129,1.0
-118.5248,34.2809,1.0
-118.5247,34.1758,9.0
-118.5247,34.2012,11.0
-118.5247,34.2122,2.0
-118.5246,34.0487,1.0
-118.5246,34.1797,1.0
-118.5246,34.1839,2.0
-118.5246,34.1868,4.0
-118.5246,34.1939,1.0
-118.5246,34.2157,4.0
-118.5246,34.2246,3.0
-118.5246,34.23,4.0
-118.5245,34.0437,1.0
-118.5245,34.044,2.0
-118.5245,34.1746,1.0
-118.5245,34.1747,7.0
-118.5245,34.2113,5.0
-118.5245,34.2209,1.0
-118.5245,34.2319,3.0
-118.5244,34.15,1.0
-118.5244,34.1551,3.0
-118.5244,34.1645,31.0
-118.5244,34.1648,2.0
-118.5244,34.1654,7.0
-118.5244,34.1667,58.0
-118.5244,34.1687,68.0
-118.5244,34.1707,28.0
-118.5244,34.1709,6.0
-118.5244,34.1717,10.0
-118.5244,34.1722,8.0
-118.5244,34.1839,4.0
-118.5244,34.1903,19.0
-118.5244,34.1948,1.0
-118.5244,34.1959,4.0
-118.5244,34.1993,1.0
-118.5244,34.213,1.0
-118.5244,34.2573,2.0
-118.5243,34.0461,3.0
-118.5243,34.1421,1.0
-118.5243,34.1654,1.0
-118.5243,34.1667,2.0
-118.5243,34.1975,1.0
-118.5243,34.2139,4.0
-118.5242,34.0467,6.0
-118.5242,34.0469,2.0
-118.5241,34.1731,1.0
-118.5241,34.1738,1.0
-118.5241,34.2012,5.0
-118.5241,34.2033,7.0
-118.5241,34.2066,7.0
-118.5241,34.2084,1.0
-118.5241,34.2272,2.0
-118.5241,34.2705,1.0
-118.524,34.0459,3.0
-118.524,34.1601,2.0
-118.524,34.1617,6.0
-118.524,34.1819,3.0
-118.524,34.1829,1.0
-118.524,34.183,1.0
-118.524,34.203,1.0
-118.524,34.2048,7.0
-118.5239,34.1731,10.0
-118.5239,34.2794,3.0
-118.5238,34.1868,2.0
-118.5237,34.0348,1.0
-118.5237,34.2134,9.0
-118.5237,34.2157,2.0
-118.5237,34.2649,2.0
-118.5236,34.0489,2.0
-118.5236,34.2009,4.0
-118.5236,34.2116,3.0
-118.5236,34.2145,1.0
-118.5236,34.2187,7.0
-118.5236,34.2794,1.0
-118.5236,34.2977,4.0
-118.5235,34.0432,2.0
-118.5235,34.1903,3.0
-118.5235,34.2697,2.0
-118.5235,34.2705,1.0
-118.5235,34.2721,1.0
-118.5235,34.2722,1.0
-118.5234,34.0406,3.0
-118.5234,34.1948,2.0
-118.5234,34.1962,2.0
-118.5234,34.2209,1.0
-118.5234,34.2549,1.0
-118.5234,34.2591,2.0
-118.5234,34.2613,11.0
-118.5234,34.262,1.0
-118.5234,34.2627,1.0
-118.5234,34.2637,3.0
-118.5234,34.2649,11.0
-118.5234,34.2661,31.0
-118.5234,34.2742,2.0
-118.5234,34.2794,5.0
-118.5234,34.3022,1.0
-118.5233,34.0471,1.0
-118.5233,34.2449,1.0
-118.5233,34.245,5.0
-118.5233,34.2468,30.0
-118.5233,34.2486,18.0
-118.5233,34.25,1.0
-118.5233,34.2504,9.0
-118.5233,34.2522,8.0
-118.5233,34.2574,2.0
-118.5233,34.2576,23.0
-118.5233,34.2578,1.0
-118.5233,34.2591,8.0
-118.5232,34.0384,2.0
-118.5232,34.0471,1.0
-118.5232,34.1802,1.0
-118.5232,34.2357,3.0
-118.5232,34.239,1.0
-118.5232,34.2432,41.0
-118.5231,34.0516,1.0
-118.5231,34.0518,1.0
-118.5231,34.1478,4.0
-118.5231,34.1993,2.0
-118.5231,34.231,4.0
-118.5231,34.2823,4.0
-118.523,34.0428,7.0
-118.523,34.0451,11.0
-118.523,34.1776,4.0
-118.523,34.1783,7.0
-118.523,34.1802,1.0
-118.523,34.2034,1.0
-118.523,34.2048,5.0
-118.523,34.2066,1.0
-118.523,34.2084,3.0
-118.523,34.2093,7.0
-118.523,34.2147,32.0
-118.523,34.2209,4.0
-118.523,34.2211,2.0
-118.523,34.2219,11.0
-118.523,34.2246,6.0
-118.523,34.2271,1.0
-118.5229,34.1554,3.0
-118.5229,34.1564,5.0
-118.5229,34.1573,3.0
-118.5229,34.1589,3.0
-118.5229,34.1601,2.0
-118.5229,34.1806,2.0
-118.5229,34.1819,5.0
-118.5229,34.1839,2.0
-118.5229,34.1868,2.0
-118.5229,34.2009,29.0
-118.5229,34.201,5.0
-118.5229,34.2013,4.0
-118.5229,34.2176,1.0
-118.5229,34.22,1.0
-118.5228,34.0519,1.0
-118.5228,34.1748,3.0
-118.5228,34.193,4.0
-118.5228,34.1948,1.0
-118.5228,34.21,4.0
-118.5227,34.0453,1.0
-118.5227,34.1768,3.0
-118.5227,34.1924,1.0
-118.5227,34.1959,2.0
-118.5227,34.2375,16.0
-118.5227,34.2904,23.0
-118.5226,34.1675,66.0
-118.5226,34.2143,2.0
-118.5226,34.2392,1.0
-118.5225,34.0371,1.0
-118.5225,34.049,1.0
-118.5225,34.1494,1.0
-118.5225,34.1888,1.0
-118.5225,34.1902,6.0
-118.5225,34.1975,2.0
-118.5225,34.2121,2.0
-118.5225,34.2337,1.0
-118.5224,34.158,2.0
-118.5224,34.1722,6.0
-118.5223,34.2145,1.0
-118.5222,34.1509,3.0
-118.5222,34.2745,1.0
-118.5222,34.2764,1.0
-118.5221,34.0444,1.0
-118.5221,34.0472,1.0
-118.5221,34.1636,7.0
-118.5221,34.1643,1.0
-118.5221,34.1716,2.0
-118.5221,34.1763,3.0
-118.5221,34.181,1.0
-118.5221,34.2649,1.0
-118.5221,34.2745,1.0
-118.522,34.1654,27.0
-118.522,34.167,23.0
-118.522,34.1686,36.0
-118.522,34.1698,2.0
-118.522,34.1707,4.0
-118.522,34.1709,3.0
-118.522,34.1722,7.0
-118.522,34.1839,1.0
-118.522,34.2164,1.0
-118.522,34.2193,2.0
-118.522,34.2358,1.0
-118.522,34.2431,1.0
-118.522,34.2549,1.0
-118.522,34.2733,1.0
-118.522,34.2864,2.0
-118.5219,34.1739,3.0
-118.5219,34.1745,1.0
-118.5219,34.1839,1.0
-118.5219,34.2032,3.0
-118.5219,34.2048,8.0
-118.5219,34.2068,1.0
-118.5219,34.2084,3.0
-118.5218,34.0441,1.0
-118.5218,34.1604,2.0
-118.5218,34.2012,2.0
-118.5218,34.2228,1.0
-118.5218,34.2286,1.0
-118.5218,34.2504,21.0
-118.5217,34.0294,1.0
-118.5217,34.0454,4.0
-118.5217,34.1886,2.0
-118.5217,34.2093,1.0
-118.5217,34.2576,1.0
-118.5216,34.1903,4.0
-118.5216,34.193,1.0
-118.5216,34.1948,1.0
-118.5216,34.1962,3.0
-118.5216,34.1975,4.0
-118.5216,34.2099,2.0
-118.5216,34.2405,2.0
-118.5216,34.245,11.0
-118.5216,34.2468,14.0
-118.5216,34.2486,6.0
-118.5216,34.2504,1.0
-118.5216,34.2522,15.0
-118.5216,34.2612,3.0
-118.5216,34.2649,5.0
-118.5216,34.2661,2.0
-118.5216,34.2673,1.0
-118.5216,34.2685,2.0
-118.5216,34.2988,2.0
-118.5215,34.0376,1.0
-118.5215,34.1758,5.0
-118.5215,34.1903,1.0
-118.5215,34.1959,1.0
-118.5215,34.2686,1.0
-118.5215,34.2697,2.0
-118.5215,34.2698,1.0
-118.5215,34.2709,1.0
-118.5215,34.271,1.0
-118.5214,34.0542,1.0
-118.5214,34.2201,2.0
-118.5213,34.0401,2.0
-118.5213,34.2168,1.0
-118.5213,34.2169,2.0
-118.5213,34.2246,3.0
-118.5213,34.2247,1.0
-118.5212,34.0425,2.0
-118.5212,34.0524,2.0
-118.5212,34.1476,1.0
-118.5212,34.1536,2.0
-118.5212,34.181,1.0
-118.5212,34.2094,2.0
-118.5212,34.2942,1.0
-118.5211,34.0474,3.0
-118.5211,34.1522,1.0
-118.5211,34.213,1.0
-118.521,34.0514,1.0
-118.521,34.1524,1.0
-118.521,34.2733,1.0
-118.521,34.2743,1.0
-118.521,34.3027,1.0
-118.5209,34.215,2.0
-118.5209,34.2322,4.0
-118.5209,34.2323,1.0
-118.5209,34.2871,1.0
-118.5209,34.2927,3.0
-118.5208,34.1471,1.0
-118.5208,34.181,1.0
-118.5208,34.1868,2.0
-118.5208,34.1886,1.0
-118.5208,34.2009,39.0
-118.5208,34.2011,2.0
-118.5208,34.2012,3.0
-118.5208,34.203,4.0
-118.5208,34.2048,4.0
-118.5208,34.2069,7.0
-118.5208,34.2084,3.0
-118.5208,34.2794,5.0
-118.5207,34.0456,2.0
-118.5207,34.1596,1.0
-118.5207,34.1604,3.0
-118.5207,34.1886,4.0
-118.5207,34.1903,5.0
-118.5207,34.2194,2.0
-118.5207,34.221,3.0
-118.5207,34.2267,2.0
-118.5207,34.2856,1.0
-118.5206,34.0349,1.0
-118.5206,34.0387,1.0
-118.5206,34.1722,6.0
-118.5206,34.1903,1.0
-118.5206,34.1948,4.0
-118.5206,34.1962,3.0
-118.5206,34.1975,3.0
-118.5206,34.1993,1.0
-118.5206,34.21,1.0
-118.5206,34.2134,3.0
-118.5206,34.2504,12.0
-118.5205,34.0287,1.0
-118.5205,34.0304,1.0
-118.5205,34.0339,3.0
-118.5205,34.0357,1.0
-118.5205,34.0404,2.0
-118.5205,34.043,1.0
-118.5205,34.0493,1.0
-118.5205,34.0494,2.0
-118.5205,34.053,1.0
-118.5205,34.1487,2.0
-118.5205,34.1532,1.0
-118.5205,34.1559,4.0
-118.5205,34.1754,1.0
-118.5205,34.1778,1.0
-118.5205,34.1781,3.0
-118.5205,34.2431,2.0
-118.5205,34.3021,1.0
-118.5204,34.1612,1.0
-118.5204,34.1739,2.0
-118.5204,34.1767,1.0
-118.5204,34.1797,2.0
-118.5204,34.181,2.0
-118.5204,34.182,1.0
-118.5204,34.183,1.0
-118.5204,34.2876,1.0
-118.5203,34.1654,17.0
-118.5203,34.167,27.0
-118.5203,34.1686,47.0
-118.5203,34.1708,3.0
-118.5203,34.1731,2.0
-118.5203,34.1746,13.0
-118.5203,34.2201,2.0
-118.5202,34.0432,2.0
-118.5202,34.1551,1.0
-118.5202,34.1629,62.0
-118.5202,34.2794,2.0
-118.5202,34.313,3.0
-118.5201,34.0475,1.0
-118.5201,34.1548,1.0
-118.5201,34.2346,1.0
-118.52,34.1564,1.0
-118.52,34.2246,1.0
-118.52,34.2395,1.0
-118.5199,34.0513,2.0
-118.5199,34.2094,2.0
-118.5199,34.2431,1.0
-118.5199,34.245,3.0
-118.5199,34.2468,5.0
-118.5199,34.2486,5.0
-118.5199,34.2488,1.0
-118.5199,34.2504,4.0
-118.5199,34.2988,1.0
-118.5198,34.1746,8.0
-118.5198,34.1994,1.0
-118.5198,34.2108,1.0
-118.5198,34.2504,16.0
-118.5198,34.2522,4.0
-118.5198,34.254,5.0
-118.5198,34.2558,5.0
-118.5198,34.2576,4.0
-118.5198,34.2595,3.0
-118.5198,34.2612,2.0
-118.5198,34.2628,3.0
-118.5198,34.2636,5.0
-118.5198,34.2649,3.0
-118.5197,34.0458,2.0
-118.5197,34.1868,2.0
-118.5197,34.1902,2.0
-118.5197,34.1916,1.0
-118.5197,34.1924,1.0
-118.5197,34.193,2.0
-118.5197,34.1939,1.0
-118.5197,34.1948,1.0
-118.5197,34.1959,6.0
-118.5197,34.1975,3.0
-118.5197,34.1993,2.0
-118.5197,34.2012,2.0
-118.5197,34.203,2.0
-118.5197,34.2048,16.0
