LON,LAT,F
-118.3571,34.1705,1.0
-118.357,34.0215,1.0
-118.357,34.0255,1.0
-118.357,34.0281,10.0
-118.357,34.0426,1.0
-118.357,34.0515,1.0
-118.357,34.0529,2.0
-118.357,34.0554,2.0
-118.357,34.0944,2.0
-118.357,34.1361,4.0
-118.357,34.1468,1.0
-118.357,34.2216,2.0
-118.3569,34.0178,3.0
-118.3569,34.0183,6.0
-118.3569,34.0486,6.0
-118.3569,34.0487,1.0
-118.3569,34.0626,1.0
-118.3569,34.1067,1.0
-118.3569,34.1173,3.0
-118.3569,34.1232,2.0
-118.3569,34.158,8.0
-118.3568,33.9825,2.0
-118.3568,34.0262,3.0
-118.3568,34.0457,1.0
-118.3568,34.0534,3.0
-118.3568,34.1284,29.0
-118.3567,34.0398,1.0
-118.3567,34.0663,2.0
-118.3567,34.1366,1.0
-118.3566,34.0035,2.0
-118.3566,34.0215,2.0
-118.3566,34.0266,7.0
-118.3566,34.0318,2.0
-118.3566,34.0325,1.0
-118.3566,34.0344,7.0
-118.3566,34.0371,5.0
-118.3566,34.0437,1.0
-118.3566,34.0438,3.0
-118.3566,34.0491,4.0
-118.3566,34.0514,1.0
-118.3566,34.0546,2.0
-118.3566,34.0608,2.0
-118.3566,34.0687,2.0
-118.3566,34.2227,3.0
-118.3565,34.0156,1.0
-118.3565,34.0157,1.0
-118.3565,34.1081,1.0
-118.3565,34.1138,2.0
-118.3565,34.1375,1.0
-118.3564,34.0273,1.0
-118.3564,34.0299,3.0
-118.3564,34.0411,4.0
-118.3564,34.0443,2.0
-118.3564,34.0469,2.0
-118.3564,34.0591,5.0
-118.3564,34.0802,3.0
-118.3564,34.0818,1.0
-118.3564,34.0853,6.0
-118.3564,34.0854,4.0
-118.3564,34.1215,3.0
-118.3564,34.1689,3.0
-118.3564,34.2105,1.0
-118.3564,34.211,6.0
-118.3564,34.2111,2.0
-118.3564,34.2117,1.0
-118.3564,34.2125,1.0
-118.3564,34.2129,5.0
-118.3563,34.0148,2.0
-118.3563,34.0289,23.0
-118.3563,34.0298,17.0
-118.3563,34.0325,1.0
-118.3563,34.0407,4.0
-118.3563,34.0412,1.0
-118.3563,34.0545,2.0
-118.3563,34.0708,60.0
-118.3563,34.0736,128.0
-118.3563,34.0747,65.0
-118.3563,34.0761,22.0
-118.3563,34.0775,1.0
-118.3563,34.0782,6.0
-118.3563,34.0837,11.0
-118.3563,34.0871,1.0
-118.3563,34.1198,2.0
-118.3563,34.2295,3.0
-118.3562,34.0055,2.0
-118.3562,34.0325,3.0
-118.3562,34.0412,1.0
-118.3562,34.0637,57.0
-118.3562,34.1017,3.0
-118.3562,34.1223,1.0
-118.3562,34.2362,1.0
-118.3562,34.247,1.0
-118.3561,34.0279,7.0
-118.3561,34.0356,9.0
-118.3561,34.0383,3.0
-118.3561,34.0384,2.0
-118.3561,34.0573,1.0
-118.3561,34.062,4.0
-118.3561,34.0962,11.0
-118.3561,34.0981,7.0
-118.3561,34.0999,2.0
-118.3561,34.1017,1.0
-118.3561,34.1577,1.0
-118.3561,34.1586,1.0
-118.3561,34.2174,8.0
-118.356,34.0093,1.0
-118.356,34.0325,1.0
-118.356,34.0574,14.0
-118.356,34.0681,4.0
-118.356,34.0944,7.0
-118.356,34.0962,4.0
-118.356,34.1175,3.0
-118.356,34.1504,6.0
-118.356,34.1595,3.0
-118.3559,34.0094,1.0
-118.3559,34.0334,1.0
-118.3559,34.0431,1.0
-118.3559,34.0481,1.0
-118.3559,34.0532,3.0
-118.3559,34.0546,2.0
-118.3559,34.0554,1.0
-118.3559,34.0575,3.0
-118.3559,34.0625,2.0
-118.3559,34.1328,1.0
-118.3559,34.1329,7.0
-118.3559,34.1677,2.0
-118.3558,34.0262,2.0
-118.3558,34.0334,1.0
-118.3558,34.0485,9.0
-118.3558,34.0487,1.0
-118.3558,34.0512,9.0
-118.3558,34.2101,4.0
-118.3557,34.0316,2.0
-118.3557,34.0325,2.0
-118.3557,34.0339,1.0
-118.3557,34.0607,8.0
-118.3557,34.0608,5.0
-118.3557,34.2322,2.0
-118.3557,34.278,7.0
-118.3556,34.0123,1.0
-118.3556,34.0129,1.0
-118.3556,34.0183,8.0
-118.3556,34.0199,9.0
-118.3556,34.0205,1.0
-118.3556,34.0215,28.0
-118.3556,34.0218,7.0
-118.3556,34.0255,6.0
-118.3556,34.0368,3.0
-118.3556,34.0396,5.0
-118.3556,34.0414,2.0
-118.3556,34.0489,2.0
-118.3556,34.0557,1.0
-118.3556,34.1669,2.0
-118.3556,34.2578,1.0
-118.3555,33.9817,1.0
-118.3555,33.9822,4.0
-118.3555,34.0024,1.0
-118.3555,34.0039,2.0
-118.3555,34.0148,8.0
-118.3555,34.0183,1.0
-118.3555,34.0236,1.0
-118.3555,34.0345,1.0
-118.3555,34.0465,16.0
-118.3555,34.0466,1.0
-118.3555,34.0559,2.0
-118.3555,34.0761,8.0
-118.3555,34.0762,51.0
-118.3555,34.108,2.0
-118.3555,34.1669,1.0
-118.3554,33.9826,8.0
-118.3554,34.0014,3.0
-118.3554,34.0132,5.0
-118.3554,34.0231,6.0
-118.3554,34.0234,1.0
-118.3554,34.0296,8.0
-118.3554,34.0325,2.0
-118.3554,34.0466,2.0
-118.3554,34.0545,1.0
-118.3554,34.1056,6.0
-118.3554,34.221,1.0
-118.3553,34.0013,5.0
-118.3553,34.0325,3.0
-118.3553,34.0445,1.0
-118.3553,34.0541,3.0
-118.3553,34.0562,1.0
-118.3553,34.0589,1.0
-118.3553,34.059,1.0
-118.3553,34.0762,9.0
-118.3553,34.0782,14.0
-118.3553,34.0802,11.0
-118.3553,34.0818,1.0
-118.3553,34.0837,21.0
-118.3553,34.0853,4.0
-118.3553,34.0854,2.0
-118.3553,34.1017,5.0
-118.3553,34.1206,3.0
-118.3553,34.1238,1.0
-118.3553,34.1522,5.0
-118.3553,34.1651,3.0
-118.3553,34.2108,1.0
-118.3553,34.2124,2.0
-118.3553,34.214,14.0
-118.3552,34.0247,4.0
-118.3552,34.0248,14.0
-118.3552,34.0275,1.0
-118.3552,34.0276,6.0
-118.3552,34.0352,1.0
-118.3552,34.0446,2.0
-118.3552,34.0557,1.0
-118.3552,34.0657,2.0
-118.3552,34.0662,10.0
-118.3552,34.0688,18.0
-118.3552,34.0691,1.0
-118.3552,34.0704,18.0
-118.3552,34.0707,23.0
-118.3552,34.1149,3.0
-118.3552,34.1661,7.0
-118.3552,34.2164,10.0
-118.3551,34.0249,2.0
-118.3551,34.0303,6.0
-118.3551,34.0381,3.0
-118.3551,34.0624,1.0
-118.3551,34.1236,2.0
-118.3551,34.2163,1.0
-118.3551,34.2195,1.0
-118.355,34.0532,1.0
-118.355,34.0534,1.0
-118.355,34.0569,2.0
-118.355,34.0624,5.0
-118.355,34.0944,8.0
-118.355,34.0962,10.0
-118.355,34.098,23.0
-118.355,34.0981,1.0
-118.355,34.0999,4.0
-118.355,34.1017,7.0
-118.355,34.1035,5.0
-118.355,34.1558,1.0
-118.355,34.1595,2.0
-118.3549,34.0255,12.0
-118.3549,34.0345,1.0
-118.3549,34.0414,1.0
-118.3549,34.0437,1.0
-118.3549,34.051,6.0
-118.3549,34.0625,1.0
-118.3549,34.1473,1.0
-118.3549,34.1477,1.0
-118.3549,34.1522,6.0
-118.3548,34.0255,1.0
-118.3548,34.0405,3.0
-118.3548,34.0415,2.0
-118.3548,34.0484,4.0
-118.3548,34.051,2.0
-118.3548,34.0539,2.0
-118.3548,34.0624,7.0
-118.3548,34.0677,49.0
-118.3548,34.1652,7.0
-118.3547,34.0149,12.0
-118.3547,34.0161,56.0
-118.3547,34.0173,5.0
-118.3547,34.0313,16.0
-118.3547,34.0366,8.0
-118.3547,34.0574,6.0
-118.3547,34.084,31.0
-118.3547,34.2249,2.0
-118.3546,34.009,1.0
-118.3546,34.0161,43.0
-118.3546,34.0173,15.0
-118.3546,34.0394,2.0
-118.3546,34.0605,1.0
-118.3546,34.0642,3.0
-118.3546,34.0644,13.0
-118.3546,34.0649,6.0
-118.3545,34.0293,4.0
-118.3545,34.0325,1.0
-118.3545,34.0464,11.0
-118.3545,34.2184,1.0
-118.3545,34.2772,1.0
-118.3544,34.0415,3.0
-118.3544,34.1304,1.0
-118.3544,34.2184,1.0
-118.3543,34.0264,14.0
-118.3543,34.0298,4.0
-118.3543,34.0761,5.0
-118.3543,34.0782,5.0
-118.3543,34.0802,2.0
-118.3543,34.0818,4.0
-118.3543,34.0837,8.0
-118.3543,34.0853,5.0
-118.3542,34.0273,10.0
-118.3542,34.0274,1.0
-118.3542,34.0379,2.0
-118.3542,34.0657,7.0
-118.3542,34.1187,2.0
-118.3542,34.1275,2.0
-118.3542,34.1476,1.0
-118.3542,34.2096,1.0
-118.3542,34.2109,3.0
-118.3542,34.2124,2.0
-118.3541,34.0115,7.0
-118.3541,34.0325,1.0
-118.3541,34.038,1.0
-118.3541,34.0403,5.0
-118.3541,34.0557,1.0
-118.3541,34.0574,10.0
-118.3541,34.059,2.0
-118.3541,34.2152,3.0
-118.3541,34.2365,1.0
-118.3541,34.2458,1.0
-118.354,34.0025,5.0
-118.354,34.0414,3.0
-118.354,34.0497,3.0
-118.354,34.059,1.0
-118.354,34.0962,10.0
-118.354,34.1017,4.0
-118.354,34.1258,1.0
-118.354,34.13,2.0
-118.354,34.1324,1.0
-118.354,34.1577,1.0
-118.354,34.1593,1.0
-118.3539,34.033,3.0
-118.3539,34.0447,1.0
-118.3539,34.0448,1.0
-118.3539,34.0536,4.0
-118.3539,34.0944,11.0
-118.3539,34.098,3.0
-118.3539,34.0981,1.0
-118.3539,34.154,1.0
-118.3539,34.2321,2.0
-118.3539,34.2341,1.0
-118.3538,34.0311,4.0
-118.3538,34.0443,5.0
-118.3538,34.0447,10.0
-118.3538,34.051,32.0
-118.3538,34.0663,2.0
-118.3538,34.1504,4.0
-118.3538,34.1541,1.0
-118.3538,34.2148,1.0
-118.3537,34.0053,1.0
-118.3537,34.0272,13.0
-118.3537,34.0335,2.0
-118.3537,34.0336,1.0
-118.3537,34.0418,2.0
-118.3537,34.0483,4.0
-118.3537,34.2755,3.0
-118.3536,34.0131,27.0
-118.3536,34.0149,34.0
-118.3536,34.015,6.0
-118.3536,34.0159,22.0
-118.3536,34.0163,37.0
-118.3536,34.0173,13.0
-118.3536,34.0178,4.0
-118.3536,34.0183,31.0
-118.3536,34.0487,1.0
-118.3536,34.0545,1.0
-118.3536,34.0574,9.0
-118.3536,34.0675,14.0
-118.3536,34.0688,2.0
-118.3536,34.1313,6.0
-118.3535,34.0291,8.0
-118.3535,34.0574,2.0
-118.3534,34.003,7.0
-118.3534,34.0059,1.0
-118.3534,34.0325,8.0
-118.3534,34.0463,5.0
-118.3534,34.0606,1.0
-118.3534,34.1035,4.0
-118.3534,34.1522,5.0
-118.3533,33.9817,2.0
-118.3533,34.0067,6.0
-118.3533,34.0259,3.0
-118.3533,34.0837,22.0
-118.3533,34.0853,2.0
-118.3532,34.0067,1.0
-118.3532,34.0083,3.0
-118.3532,34.0348,1.0
-118.3532,34.0362,1.0
-118.3532,34.0374,3.0
-118.3532,34.0377,1.0
-118.3532,34.0402,2.0
-118.3532,34.0503,5.0
-118.3532,34.0704,4.0
-118.3532,34.0707,1.0
-118.3532,34.0732,1.0
-118.3532,34.0736,10.0
-118.3532,34.0761,1.0
-118.3532,34.0762,1.0
-118.3532,34.0782,1.0
-118.3532,34.0802,4.0
-118.3532,34.0803,1.0
-118.3532,34.0818,16.0
-118.3532,34.0837,4.0
-118.3532,34.0854,1.0
-118.3531,34.0171,145.0
-118.3531,34.0377,1.0
-118.3531,34.0559,1.0
-118.3531,34.065,1.0
-118.3531,34.0667,5.0
-118.3531,34.0693,1.0
-118.3531,34.1016,8.0
-118.3531,34.1195,1.0
-118.3531,34.1222,4.0
-118.3531,34.1578,2.0
-118.3531,34.2093,1.0
-118.3531,34.2123,1.0
-118.3531,34.2125,1.0
-118.3531,34.214,21.0
-118.353,34.0325,2.0
-118.353,34.0407,1.0
-118.353,34.0475,4.0
-118.353,34.0533,2.0
-118.353,34.056,1.0
-118.353,34.0586,1.0
-118.353,34.0657,1.0
-118.353,34.2107,1.0
-118.3529,33.9826,9.0
-118.3529,34.0308,7.0
-118.3529,34.0354,2.0
-118.3529,34.044,2.0
-118.3529,34.0441,1.0
-118.3529,34.0477,19.0
-118.3529,34.0962,34.0
-118.3529,34.098,7.0
-118.3529,34.0998,3.0
-118.3529,34.1016,2.0
-118.3529,34.1035,1.0
-118.3529,34.1278,1.0
-118.3529,34.131,5.0
-118.3529,34.1321,1.0
-118.3529,34.1468,1.0
-118.3528,34.0052,1.0
-118.3528,34.0173,19.0
-118.3528,34.0268,5.0
-118.3528,34.0309,7.0
-118.3528,34.033,5.0
-118.3528,34.0412,2.0
-118.3528,34.045,2.0
-118.3528,34.0592,1.0
-118.3528,34.0944,18.0
-118.3528,34.0962,4.0
-118.3528,34.1017,2.0
-118.3528,34.154,2.0
-118.3528,34.1563,5.0
-118.3528,34.1577,2.0
-118.3528,34.1579,3.0
-118.3528,34.2081,1.0
-118.3528,34.2166,1.0
-118.3528,34.2167,3.0
-118.3528,34.2638,2.0
-118.3528,34.2733,1.0
-118.3527,33.988,1.0
-118.3527,34.036,7.0
-118.3527,34.0483,17.0
-118.3527,34.0545,1.0
-118.3527,34.0871,1.0
-118.3527,34.148,2.0
-118.3527,34.1493,1.0
-118.3527,34.1504,2.0
-118.3527,34.1522,1.0
-118.3527,34.2361,1.0
-118.3526,33.9862,3.0
-118.3526,34.0288,3.0
-118.3526,34.0335,1.0
-118.3526,34.0336,2.0
-118.3526,34.0363,4.0
-118.3526,34.0392,7.0
-118.3526,34.0485,16.0
-118.3526,34.12,1.0
-118.3526,34.1468,1.0
-118.3525,34.0127,16.0
-118.3525,34.0183,1.0
-118.3525,34.0215,8.0
-118.3525,34.0545,4.0
-118.3525,34.0574,4.0
-118.3525,34.0624,8.0
-118.3525,34.064,15.0
-118.3525,34.0649,26.0
-118.3525,34.0673,1.0
-118.3524,34.0052,1.0
-118.3524,34.0111,1.0
-118.3524,34.0149,54.0
-118.3524,34.0158,14.0
-118.3524,34.0163,2.0
-118.3524,34.0325,6.0
-118.3524,34.1198,3.0
-118.3524,34.2077,3.0
-118.3524,34.2751,1.0
-118.3523,33.9889,7.0
-118.3523,34.0052,1.0
-118.3523,34.0092,1.0
-118.3523,34.0163,29.0
-118.3523,34.0334,16.0
-118.3523,34.0371,5.0
-118.3523,34.0463,1.0
-118.3523,34.0491,1.0
-118.3523,34.0836,2.0
-118.3523,34.0871,4.0
-118.3522,34.0198,20.0
-118.3522,34.0374,2.0
-118.3522,34.0464,7.0
-118.3522,34.0465,2.0
-118.3522,34.0701,1.0
-118.3522,34.0706,1.0
-118.3522,34.0712,1.0
-118.3522,34.073,1.0
-118.3522,34.0736,4.0
-118.3522,34.0762,1.0
-118.3522,34.0782,4.0
-118.3522,34.0802,2.0
-118.3522,34.0818,7.0
-118.3522,34.0836,4.0
-118.3522,34.0853,5.0
-118.3522,34.0854,2.0
-118.3522,34.0872,1.0
-118.3522,34.223,2.0
-118.3521,34.0104,4.0
-118.3521,34.0183,21.0
-118.3521,34.0348,1.0
-118.3521,34.0524,1.0
-118.3521,34.0531,2.0
-118.3521,34.0607,1.0
-118.3521,34.0624,1.0
-118.3521,34.1261,1.0
-118.3521,34.2342,2.0
-118.352,34.0246,19.0
-118.352,34.0247,2.0
-118.352,34.0499,13.0
-118.352,34.0545,1.0
-118.352,34.0559,1.0
-118.352,34.1316,17.0
-118.352,34.2067,3.0
-118.352,34.208,1.0
-118.352,34.2596,1.0
-118.3519,33.9862,3.0
-118.3519,33.9871,10.0
-118.3519,34.0305,2.0
-118.3519,34.0451,3.0
-118.3519,34.0529,8.0
-118.3519,34.056,2.0
-118.3519,34.0998,10.0
-118.3519,34.0999,1.0
-118.3519,34.1016,4.0
-118.3519,34.1035,5.0
-118.3519,34.1053,1.0
-118.3519,34.1213,1.0
-118.3519,34.2095,1.0
-118.3519,34.2493,2.0
-118.3519,34.2499,1.0
-118.3518,33.9853,2.0
-118.3518,33.988,4.0
-118.3518,33.9889,3.0
-118.3518,34.0106,9.0
-118.3518,34.0504,7.0
-118.3518,34.0672,43.0
-118.3518,34.0678,15.0
-118.3518,34.1228,3.0
-118.3518,34.1583,1.0
-118.3518,34.2108,1.0
-118.3517,34.0173,11.0
-118.3517,34.0358,6.0
-118.3517,34.0432,3.0
-118.3517,34.0477,3.0
-118.3517,34.053,7.0
-118.3517,34.0545,1.0
-118.3517,34.0762,1.0
-118.3517,34.0944,17.0
-118.3517,34.0962,2.0
-118.3517,34.0963,34.0
-118.3517,34.098,3.0
-118.3517,34.1198,1.0
-118.3517,34.154,1.0
-118.3517,34.155,1.0
-118.3516,33.9844,4.0
-118.3516,34.0163,2.0
-118.3516,34.0173,1.0
-118.3516,34.0416,3.0
-118.3516,34.0482,4.0
-118.3516,34.0509,5.0
-118.3516,34.098,2.0
-118.3515,34.0067,6.0
-118.3515,34.0163,6.0
-118.3515,34.0213,4.0
-118.3515,34.0215,10.0
-118.3515,34.039,7.0
-118.3515,34.0391,1.0
-118.3515,34.04,8.0
-118.3515,34.0482,18.0
-118.3515,34.0484,1.0
-118.3515,34.0649,3.0
-118.3515,34.1283,6.0
-118.3515,34.1577,1.0
-118.3514,34.0045,7.0
-118.3514,34.0318,3.0
-118.3514,34.0486,5.0
-118.3514,34.0574,9.0
-118.3514,34.0624,8.0
-118.3514,34.0633,2.0
-118.3514,34.0649,6.0
-118.3513,34.0128,8.0
-118.3513,34.0129,2.0
-118.3513,34.0303,1.0
-118.3513,34.0368,2.0
-118.3513,34.0411,1.0
-118.3513,34.0436,5.0
-118.3513,34.0518,1.0
-118.3513,34.0656,2.0
-118.3513,34.1522,11.0
-118.3512,34.0146,34.0
-118.3512,34.0321,2.0
-118.3512,34.0325,1.0
-118.3512,34.0607,6.0
-118.3512,34.0853,12.0
-118.3512,34.1235,1.0
-118.3512,34.1486,3.0
-118.3511,33.9835,5.0
-118.3511,34.0053,1.0
-118.3511,34.0067,6.0
-118.3511,34.0291,5.0
-118.3511,34.045,2.0
-118.3511,34.0464,5.0
-118.3511,34.0699,56.0
-118.3511,34.0702,1.0
-118.3511,34.071,3.0
-118.3511,34.0736,4.0
-118.3511,34.0762,8.0
-118.3511,34.0783,3.0
-118.3511,34.0802,2.0
-118.3511,34.0803,2.0
-118.3511,34.0818,10.0
-118.3511,34.0836,35.0
-118.3511,34.0853,4.0
-118.3511,34.0871,10.0
-118.3511,34.0872,1.0
-118.3511,34.089,1.0
-118.3511,34.1016,16.0
-118.3511,34.1035,6.0
-118.3511,34.2216,3.0
-118.351,33.9826,2.0
-118.351,34.0206,9.0
-118.351,34.023,37.0
-118.351,34.0465,1.0
-118.351,34.0525,1.0
-118.351,34.0624,37.0
-118.351,34.0693,32.0
-118.351,34.098,27.0
-118.351,34.0998,1.0
-118.351,34.2179,4.0
-118.3509,34.0158,14.0
-118.3509,34.0325,7.0
-118.3509,34.0379,2.0
-118.3509,34.0443,1.0
-118.3509,34.0527,1.0
-118.3509,34.0528,1.0
-118.3509,34.0559,2.0
-118.3509,34.0613,2.0
-118.3509,34.073,25.0
-118.3509,34.0782,12.0
-118.3509,34.1248,1.0
-118.3509,34.2127,7.0
-118.3509,34.2343,1.0
-118.3508,34.005,7.0
-118.3508,34.0245,1.0
-118.3508,34.0255,5.0
-118.3508,34.0278,5.0
-118.3508,34.0325,2.0
-118.3508,34.041,6.0
-118.3508,34.0435,12.0
-118.3508,34.0453,6.0
-118.3508,34.0529,1.0
-118.3508,34.1215,1.0
-118.3508,34.1255,2.0
-118.3508,34.1276,1.0
-118.3508,34.2073,2.0
-118.3508,34.2089,2.0
-118.3508,34.2107,2.0
-118.3508,34.2126,1.0
-118.3507,34.009,2.0
-118.3507,34.0091,1.0
-118.3507,34.0163,47.0
-118.3507,34.0191,3.0
-118.3507,34.026,2.0
-118.3507,34.0355,1.0
-118.3507,34.0534,2.0
-118.3507,34.059,1.0
-118.3507,34.0944,21.0
-118.3507,34.0962,9.0
-118.3507,34.0965,10.0
-118.3507,34.098,10.0
-118.3507,34.1522,6.0
-118.3507,34.209,1.0
-118.3507,34.2515,3.0
-118.3506,34.033,2.0
-118.3506,34.0375,20.0
-118.3506,34.0414,2.0
-118.3506,34.0451,2.0
-118.3506,34.0476,2.0
-118.3506,34.0506,4.0
-118.3506,34.0662,42.0
-118.3506,34.0944,8.0
-118.3506,34.0962,1.0
-118.3506,34.1016,6.0
-118.3506,34.1462,1.0
-118.3506,34.1504,2.0
-118.3506,34.2241,1.0
-118.3506,34.2476,1.0
-118.3505,34.0173,48.0
-118.3505,34.0178,3.0
-118.3505,34.0298,5.0
-118.3505,34.0333,2.0
-118.3505,34.0389,9.0
-118.3505,34.0624,8.0
-118.3505,34.0688,2.0
-118.3504,33.9889,3.0
-118.3504,34.0183,30.0
-118.3504,34.0188,22.0
-118.3504,34.0203,1.0
-118.3504,34.0206,1.0
-118.3504,34.0363,2.0
-118.3504,34.0451,3.0
-118.3504,34.0453,2.0
-118.3504,34.0481,8.0
-118.3504,34.0624,3.0
-118.3504,34.0631,3.0
-118.3504,34.0649,5.0
-118.3504,34.1295,3.0
-118.3504,34.1461,1.0
-118.3503,34.0325,3.0
-118.3503,34.0453,1.0
-118.3503,34.0514,5.0
-118.3503,34.0573,4.0
-118.3503,34.1035,5.0
-118.3503,34.1296,1.0
-118.3503,34.1462,2.0
-118.3502,33.9891,1.0
-118.3502,34.0068,2.0
-118.3502,34.0095,6.0
-118.3502,34.0342,2.0
-118.3502,34.0485,2.0
-118.3502,34.0544,1.0
-118.3502,34.0998,24.0
-118.3501,33.9853,3.0
-118.3501,33.9858,1.0
-118.3501,33.9862,3.0
-118.3501,33.9871,3.0
-118.3501,33.988,5.0
-118.3501,34.0084,2.0
-118.3501,34.0136,12.0
-118.3501,34.0141,49.0
-118.3501,34.0213,3.0
-118.3501,34.0214,1.0
-118.3501,34.0398,1.0
-118.3501,34.0607,1.0
-118.3501,34.0944,1.0
-118.35,33.9871,1.0
-118.35,33.988,2.0
-118.35,33.9889,1.0
-118.35,34.0147,10.0
-118.35,34.0373,4.0
-118.35,34.0375,22.0
-118.35,34.0481,1.0
-118.35,34.0666,5.0
-118.35,34.098,20.0
-118.35,34.0998,9.0
-118.35,34.1016,33.0
-118.35,34.1034,1.0
-118.35,34.1035,1.0
-118.35,34.1303,2.0
-118.35,34.1486,1.0
-118.35,34.2595,1.0
-118.35,34.264,2.0
-118.3499,34.0068,1.0
-118.3499,34.0273,3.0
-118.3499,34.0353,5.0
-118.3499,34.0375,1.0
-118.3499,34.0403,4.0
-118.3499,34.0432,10.0
-118.3499,34.0433,1.0
-118.3499,34.0463,1.0
-118.3499,34.0465,2.0
-118.3499,34.0522,8.0
-118.3499,34.0524,10.0
-118.3499,34.0554,4.0
-118.3499,34.0673,3.0
-118.3499,34.0674,15.0
-118.3499,34.0853,15.0
-118.3498,34.0118,1.0
-118.3498,34.0613,5.0
-118.3498,34.0623,1.0
-118.3498,34.0697,1.0
-118.3498,34.0701,3.0
-118.3498,34.071,3.0
-118.3498,34.0736,7.0
-118.3498,34.0762,13.0
-118.3498,34.0818,13.0
-118.3498,34.0836,6.0
-118.3498,34.0853,2.0
-118.3498,34.0871,4.0
-118.3498,34.1244,1.0
-118.3497,34.0102,7.0
-118.3497,34.0154,20.0
-118.3497,34.0155,3.0
-118.3497,34.0194,1.0
-118.3497,34.0325,1.0
-118.3497,34.0408,4.0
-118.3497,34.1016,7.0
-118.3497,34.2087,4.0
-118.3496,34.0245,1.0
-118.3496,34.0294,5.0
-118.3496,34.0325,1.0
-118.3496,34.0441,1.0
-118.3496,34.059,3.0
-118.3496,34.0962,2.0
-118.3496,34.0965,18.0
-118.3496,34.098,6.0
-118.3496,34.1504,2.0
-118.3496,34.1522,8.0
-118.3496,34.2107,1.0
-118.3496,34.2111,1.0
-118.3496,34.2156,1.0
-118.3496,34.2777,15.0
-118.3495,34.0161,12.0
-118.3495,34.0197,7.0
-118.3495,34.0255,3.0
-118.3495,34.026,1.0
-118.3495,34.0359,2.0
-118.3495,34.0413,4.0
-118.3495,34.0475,6.0
-118.3495,34.0503,7.0
-118.3495,34.0535,5.0
-118.3495,34.0944,14.0
-118.3495,34.2166,1.0
-118.3494,34.0361,4.0
-118.3494,34.0362,2.0
-118.3494,34.0522,25.0
-118.3494,34.0535,1.0
-118.3494,34.0623,29.0
-118.3494,34.0649,15.0
-118.3494,34.1007,88.0
-118.3494,34.2177,1.0
-118.3493,34.0197,1.0
-118.3493,34.0314,13.0
-118.3493,34.048,10.0
-118.3493,34.0568,2.0
-118.3493,34.0624,1.0
-118.3493,34.0631,6.0
-118.3493,34.0649,2.0
-118.3493,34.1064,15.0
-118.3493,34.2098,2.0
-118.3492,34.0168,21.0
-118.3492,34.0179,4.0
-118.3492,34.0198,2.0
-118.3492,34.0283,41.0
-118.3492,34.0325,2.0
-118.3492,34.0329,1.0
-118.3492,34.0762,1.0
-118.3492,34.098,6.0
-118.3492,34.1034,2.0
-118.3492,34.1202,1.0
-118.3492,34.1236,1.0
-118.3492,34.1522,3.0
-118.3491,34.0049,6.0
-118.3491,34.0168,2.0
-118.3491,34.0396,2.0
-118.3491,34.0453,3.0
-118.3491,34.0455,1.0
-118.3491,34.048,2.0
-118.3491,34.0485,2.0
-118.3491,34.0548,3.0
-118.3491,34.0573,7.0
-118.349,33.9853,3.0
-118.349,33.9889,11.0
-118.349,34.0129,8.0
-118.349,34.0269,12.0
-118.349,34.037,4.0
-118.349,34.0372,3.0
-118.349,34.0606,3.0
-118.349,34.0962,63.0
-118.349,34.098,11.0
-118.349,34.0998,23.0
-118.349,34.1016,1.0
-118.349,34.1034,35.0
-118.349,34.1209,1.0
-118.3489,34.0195,20.0
-118.3489,34.0548,4.0
-118.3489,34.0606,1.0
-118.3489,34.0998,1.0
-118.3489,34.1016,68.0
-118.3489,34.1034,1.0
-118.3489,34.1035,2.0
-118.3489,34.1046,18.0
-118.3489,34.1052,1.0
-118.3489,34.1484,3.0
-118.3489,34.2201,6.0
-118.3488,34.0082,2.0
-118.3488,34.0115,7.0
-118.3488,34.0176,3.0
-118.3488,34.0177,2.0
-118.3488,34.043,13.0
-118.3488,34.052,2.0
-118.3488,34.2107,2.0
-118.3488,34.2136,1.0
-118.3488,34.2224,1.0
-118.3487,34.0133,38.0
-118.3487,34.0148,15.0
-118.3487,34.0289,6.0
-118.3487,34.0379,3.0
-118.3487,34.0465,2.0
-118.3487,34.048,1.0
-118.3487,34.0762,5.0
-118.3487,34.0783,2.0
-118.3487,34.0802,2.0
-118.3487,34.0818,3.0
-118.3487,34.0836,29.0
-118.3487,34.0853,12.0
-118.3487,34.0871,7.0
-118.3487,34.2573,2.0
-118.3486,33.9844,1.0
-118.3486,34.0133,4.0
-118.3486,34.0209,1.0
-118.3486,34.021,11.0
-118.3486,34.0214,12.0
-118.3486,34.0406,6.0
-118.3486,34.0466,1.0
-118.3486,34.0699,1.0
-118.3486,34.071,4.0
-118.3486,34.0736,3.0
-118.3486,34.0836,3.0
-118.3486,34.1156,3.0
-118.3486,34.1271,3.0
-118.3486,34.2067,1.0
-118.3486,34.2068,8.0
-118.3486,34.2085,2.0
-118.3486,34.2738,1.0
-118.3485,34.0098,2.0
-118.3485,34.0205,14.0
-118.3485,34.0325,1.0
-118.3485,34.0354,2.0
-118.3485,34.0385,5.0
-118.3485,34.05,7.0
-118.3485,34.059,4.0
-118.3485,34.0864,1.0
-118.3485,34.2107,5.0
-118.3485,34.2127,1.0
-118.3484,34.0243,1.0
-118.3484,34.0256,1.0
-118.3484,34.0309,4.0
